Anschrift,Ortskürzel,Streckennummer,Servicebezirk,Standortart,Ort_Lat,Ort_Lon,
Eichbühl BTS 24898,AULT--G,4550  (Herbertingen. W 48 - Isny),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,47.9477766003655,9.69888187754242,
Aumühle BTS 13263,AUMG,6100  (Berlin-Spandau. W 521 - Hamburg-Altona),O-BLN-S3 (1S030). Schwerin. Servicebezirk,Mehrraum-Gebäudestandort,53.5300462768785,10.3139101622675,
Aumenau Nord BTS 23937,AUMN--G,3710  (Wetzlar. W 75 - Koblenz Hbf),W-ESB-S1 (6S010). Frankfurt. Servicebezirk,Mehrraum-Gebäudestandort,50.4181026633948,8.2506131500839,
Auw Bf BTS 23464,AUW---G,2631  (Hürth-Kalscheuren. W 9 - Ehrang. W 30),Koblenz 3T120. Koblenz 3T120. Serviceteam,Mehrraum-Gebäudestandort,49.9022184949735,6.61444337942754,
Preist Heinzkyller Tu. BTS 23460,AUW-HKG,2631  (Hürth-Kalscheuren. W 9 - Ehrang. W 30),W-ESB-S2 (6S020). Mainz. Servicebezirk,Mehrraum-Gebäudestandort,49.9140160667384,6.6107406497568,
Auw Kyller Tu. Ost BTS 23461,AUW-KTG,2631  (Hürth-Kalscheuren. W 9 - Ehrang. W 30),Koblenz 3T120. Koblenz 3T120. Serviceteam,Mehrraum-Gebäudestandort,49.8788852107329,6.60841625121831,
Auw Wollersheck BTS 23467,AUW-WHG,2631  (Hürth-Kalscheuren. W 9 - Ehrang. W 30),Koblenz 3T120. Koblenz 3T120. Serviceteam,Mehrraum-Gebäudestandort,49.8866631137055,6.60305507475352,
Berlin Biesdorfer Kreuz BTS 22941,B_BG,6078  (Berlin Wriezener Gbf - Küstrin-Kietz Grenzbf (DB-Grenze)),Berlin Nord 1T020. Berlin Nord 1T020. Serviceteam,Mehrraum-Gebäudestandort,52.5186366420541,13.5372995869586,
Berlin Friedrichstr. Hicom TK-Raum/BTS 13784,B_FS,6109  (Berlin Ostbahnhof - Berlin-Spandau. W 524),Berlin Mitte 1T010. Berlin Mitte 1T010. Serviceteam,Mehrraum-Gebäudestandort,52.5202692800926,13.3866559784924,
Berlin Frankfurter Allee BTS 13864,B_FT,6170  (Berlin-Moabit - Berlin-Moabit. Ring G-Bahn),Berlin Nord 1T020. Berlin Nord 1T020. Serviceteam,Mehrraum-Gebäudestandort,52.5152696312652,13.4747115350591,
Berlin Greifswalder Str. BTS 13853,B_GG,6170  (Berlin-Moabit - Berlin-Moabit. Ring G-Bahn),O-BLN-S1 (1S010). Berlin1. Servicebezirk,Mehrraum-Gebäudestandort,52.5405472234115,13.4372111684118,
Berlin Grünauer Kreuz BTS 20289,B_GK,6126  (Saarmund. W 23 - Berlin Eichgestell. Stw Egw),O-BLN-S1 (1S010). Berlin1. Servicebezirk,Mehrraum-Gebäudestandort,52.4198809359122,13.5592664493413,
Berlin Karower Kreuz BTS 13855,B_KG,6081  (Berlin-Gesundbrunnen. W 116 --Eberswalde-- - Stralsund),Berlin Nord 1T020. Berlin Nord 1T020. Serviceteam,Mehrraum-Gebäudestandort,52.6075301664439,13.4594631238123,
Berlin Landsberger Allee BTS 13996,B_LG,6020  (Berlin-Moabit - Berlin-Moabit. Ring S-Bahn),O-BLN-S1 (1S010). Berlin1. Servicebezirk,Mehrraum-Gebäudestandort,52.5305474282059,13.4535996894721,
Berlin Markgrafendamm Hs 34/BTS 13854,B_MK,6153  (Berlin Ostbahnhof - Guben (DB-Grenze)),Berlin Nord 1T020. Berlin Nord 1T020. Serviceteam,Mehrraum-Gebäudestandort,52.5034842665228,13.4606785538333,
Berlin Markgrafendamm Hs 34/BTS 13854,B_MK,6153  (Berlin Ostbahnhof - Guben (DB-Grenze)),Berlin Nord 1T020. Berlin Nord 1T020. Serviceteam,Mehrraum-Gebäudestandort,52.5034842665228,13.4606785538333,
Berlin Pankow-Heinersdorf BTS 14406,B_PG,6081  (Berlin-Gesundbrunnen. W 116 --Eberswalde-- - Stralsund),Berlin Nord 1T020. Berlin Nord 1T020. Serviceteam,Mehrraum-Gebäudestandort,52.5761031856226,13.4277665221714,
Berlin Schönhauser Allee S-Bf Bstg.-Ende TK-Geb./BTS 24064,B_SG,6020  (Berlin-Moabit - Berlin-Moabit. Ring S-Bahn),Berlin Nord 1T020. Berlin Nord 1T020. Serviceteam,Mehrraum-Gebäudestandort,52.5488805969029,13.4138773778573,
Berlin Ruhleben UZ/BTS 20313/ZWR K1253,B_SP,6100  (Berlin-Spandau. W 521 - Hamburg-Altona),Berlin Süd 1T030. Berlin Süd 1T030. Serviceteam,Mehrraum-Gebäudestandort,52.5321223518326,13.2091604522489,
Berlin Ruhleben UZ/BTS 20313/ZWR K1253,B_SP,6100  (Berlin-Spandau. W 521 - Hamburg-Altona),Berlin Süd 1T030. Berlin Süd 1T030. Serviceteam,Mehrraum-Gebäudestandort,52.5321223518326,13.2091604522489,
Berlin Tiergarten Tu. NA Scheidemannstr. TK-Raum/BTS 23598,B_TG,6134  (Berlin Hbf-Lehrter Bf (unten) - Berlin Südkreuz. W 354),O-BLN-S1 (1S010). Berlin1. Servicebezirk,Mehrraum-Gebäudestandort,52.5177698756116,13.3713780580456,
Berlin Tiergarten Döberitzer Str. Tunnel Nord BTS 23490,B_TN,6017  (Berlin Westhafen - Berlin Potsdamer Platz. S-Bahn),O-BLN-S1 (1S010). Berlin1. Servicebezirk,Mehrraum-Gebäudestandort,52.5294361141395,13.3661004832887,
Berlin Wuhlheide BTS 13846,B_WG,6153  (Berlin Ostbahnhof - Guben (DB-Grenze)),Berlin Süd 1T030. Berlin Süd 1T030. Serviceteam,Mehrraum-Gebäudestandort,52.4682532416464,13.5507890314688,
Berlin Zoolog. Garten BTS 13937,B_ZG,6109  (Berlin Ostbahnhof - Berlin-Spandau. W 524),Berlin Süd 1T030. Berlin Süd 1T030. Serviceteam,Mehrraum-Gebäudestandort,52.5066586685505,13.3319338688219,
Hergenrath BTS 25210,B-00003,2600  (Köln Hbf - Aachen Hbf (DB-Grenze)),W-ESN-S4 (5S040). Opladen Süd. Servicebezirk,Mehrraum-Gebäudestandort,50.709995004173,6.04444510941005,
Botselaer BTS SNCB,B-00004,,W-ESN-S4 (5S040). Opladen Süd. Servicebezirk,Mehrraum-Gebäudestandort,50.7488903678151,6.01154884284428,
Botselaer BTS SNCB,B-00004,,W-ESN-S4 (5S040). Opladen Süd. Servicebezirk,Mehrraum-Gebäudestandort,50.7488903678151,6.01154884284428,
Bamberg Abzw BTS 18983,BAAB,5100  (Bamberg - Hof Hbf. W 121),S-MUE-S5 (8S050). Regensburg. Servicebezirk,Mehrraum-Gebäudestandort,49.9166627361098,10.8852693063429,
Bamberg Abzw BTS 18983,BAAB,5100  (Bamberg - Hof Hbf. W 121),S-MUE-S5 (8S050). Regensburg. Servicebezirk,Mehrraum-Gebäudestandort,49.9166627361098,10.8852693063429,
Baalberge SH BTS 17229,Baalberge008,6420  (Köthen. Gl 3 - Aschersleben. W 4623),Halle 1T080. Halle 1T080. Serviceteam,Mehrraum-Gebäudestandort,51.7631109971832,11.7840771150636,
Babstadt BTS 24131,BABS--G,4114  (Meckesheim. W 1 - Bad Friedrichshall-Jagstfeld. W 5),Würzburg 4T120. Würzburg 4T120. Serviceteam,Mehrraum-Gebäudestandort,49.2383302534394,9.04277220311669,
F 6005 M 46/47 Ri.Bad Bevensen BTS 13645,Bad Bevensen013,,N-HMB-S3 (2S030). Bremen. Servicebezirk,Mehrraum-Gebäudestandort,53.0768429096888,10.5756281134207,
Bad Hönningen BTS Ariendorf (WP 53),Bad Hönningen004,2324  (Mülheim (Ruhr)-Speldorf. W 3 - Niederlahnstein. Streckenw. 2),Koblenz 3T120. Koblenz 3T120. Serviceteam,Mehrraum-Gebäudestandort,50.5332795553094,7.29300334002435,
Sylbach BTS 12781,Bad Salzuflen Hol005,2980  (Herford. W 18 - Himmighausen. W 21),W-ESN-S1 (5S010). Hagen-Nord. Servicebezirk,Mehrraum-Gebäudestandort,52.027159432276,8.76527358240635,
M 1.7/1.8 F 6510 Ri. BTS Bad Vilbel Süd,Bad Vilbel006,3900  (Kassel Hbf - Frankfurt (Main) Hbf),Gießen 3T020. Gießen 3T020. Serviceteam,Mehrraum-Gebäudestandort,50.1833950108294,8.73016479507166,
Baden-Baden Haueneberstein BSH Funk/BTS 23372,BAD-H-G,4000  (Mannheim - Konstanz Landesgrenze),Freiburg 4T040. Freiburg 4T040. Serviceteam,Mehrraum-Gebäudestandort,48.8227757908394,8.21332896439983,
Berlin Ahrensfelde BTS 14386,BAFG,6072  (Berlin-Lichtenberg. W 164 - Ahrensfelde. W 36),O-BLN-S1 (1S010). Berlin1. Servicebezirk,Mehrraum-Gebäudestandort,52.5727693883386,13.5661004647286,
Berlin Albrechtshof BTS 22367,B--A--G,6100  (Berlin-Spandau. W 521 - Hamburg-Altona),Berlin Süd 1T030. Berlin Süd 1T030. Serviceteam,Mehrraum-Gebäudestandort,52.5494364134641,13.1280447151805,
Berlin Anhalter Bf Fvt/Kbr Ahu BTS 25636,B-AHBH1,6032  (Berlin Nordbahnhof - Berlin-Schöneberg. Streckenw. 6032/6033),O-BLN-S1 (1S010). Berlin1. Servicebezirk,Mehrraum-Gebäudestandort,52.503549813198,13.3813448100741,
Berlin Anhalter Bf Fvt/Kbr Ahu BTS 25636,B-AHBH1,6032  (Berlin Nordbahnhof - Berlin-Schöneberg. Streckenw. 6032/6033),O-BLN-S1 (1S010). Berlin1. Servicebezirk,Mehrraum-Gebäudestandort,52.503549813198,13.3813448100741,
Berlin Anhalter Bf ESTW-A S-Bahn BTS 25637,B-AH--E,6032  (Berlin Nordbahnhof - Berlin-Schöneberg. Streckenw. 6032/6033),O-BLN-S1 (1S010). Berlin1. Servicebezirk,Mehrraum-Gebäudestandort,52.495499694849,13.3717388100803,
Baiersdorf BTS 18708,BAI_,5900  (Nürnberg Hbf - Bamberg),S-MUE-S5 (8S050). Regensburg. Servicebezirk,Mehrraum-Gebäudestandort,49.6558295863413,11.0363808092733,
Basel Container BTS 20797,BASD,4404  (Basel SBB (DB-Grenze) - Basel Bad Bf. W 39),Freiburg 4T040. Freiburg 4T040. Serviceteam,Mehrraum-Gebäudestandort,47.5667978248154,7.60975363428035,
Barnstorf BTS 15359,BATG,2200  (Wanne-Eickel Hbf. W 74 --Bremen Hbf-- - Hamburg Hbf. W 472),Bremen 2T060. Bremen 2T060. Serviceteam,Mehrraum-Gebäudestandort,52.7079634779289,8.51069184167718,
Barnstorf BTS 15359,BATG,2200  (Wanne-Eickel Hbf. W 74 --Bremen Hbf-- - Hamburg Hbf. W 472),Bremen 2T060. Bremen 2T060. Serviceteam,Mehrraum-Gebäudestandort,52.7079634779289,8.51069184167718,
Baierbrunn BTS 17976,BB_G,5507  (München Süd - Wolfratshausen),S-MUE-S1 (8S010). München. Servicebezirk,Mehrraum-Gebäudestandort,48.0188872293175,11.480823696146,
Brebach BTS 11761,BBAG,3251  (Saarbrücken Hbf. W 37 - Hanweiler-Bad Rilchingen (DB-Grenze)),Saarbrücken 3T130. Saarbrücken 3T130. Serviceteam,Mehrraum-Gebäudestandort,49.2147643493556,7.02927049361129,
Bad Berleburg Berghausen BTS 24791,BBBG--G,2871  (Erndtebrück. W 3 - Bad Berleburg),W-ESN-S2 (5S020). Hagen-Süd. Servicebezirk,Mehrraum-Gebäudestandort,51.0323140535044,8.33810902999964,
Brachbach BTS 12866,BBCG,2880  (Siegen-Weidenau. W 618 - Betzdorf (Sieg). W 82),W-ESN-S2 (5S020). Hagen-Süd. Servicebezirk,Mehrraum-Gebäudestandort,50.8205507045725,7.93777549363735,
Bad Bodenteich BTS 24976,BBDS--G,1962  (Gifhorn. W 405 - Wieren. W 710),N-HAN-S1 (3S010). Hannover. Servicebezirk,Mehrraum-Gebäudestandort,52.8370535605163,10.6720302508073,
Bad Berka BTS 16979,BBG_,6681  (Weimar. Berkaer Bf. Gl 1 - Kranichfeld. Gl 1),O-DRE-S3 (0S030). Erfurt. Servicebezirk,Mehrraum-Gebäudestandort,50.8963826188666,11.2819364422806,
Babenhausen BTS 10339,BBHG,3557  (Darmstadt Hbf. W 316 - Aschaffenburg Hbf. W 143),Darmstadt 3T040. Darmstadt 3T040. Serviceteam,Mehrraum-Gebäudestandort,49.9583294955555,8.95971776645534,
Burgbernheim BTS 18754,BBHM--G,5321  (Treuchtlingen - Würzburg Hbf),S-MUE-S3 (8S030). München Land. Servicebezirk,Mehrraum-Gebäudestandort,49.4322189506595,10.3327702672485,
Bad Bentheim Springbiel BTS 23596,BBHS--G,2026  (Salzbergen. W 18 - Bad Bentheim (DB-Grenze)),Bremen 2T060. Bremen 2T060. Serviceteam,Mehrraum-Gebäudestandort,52.3083256553577,7.03972157269216,
Bad Bentheim BTS 15370,BBHT,2026  (Salzbergen. W 18 - Bad Bentheim (DB-Grenze)),Bremen 2T060. Bremen 2T060. Serviceteam,Mehrraum-Gebäudestandort,52.3095479298184,7.15735999651294,
Berkenbrück BTS 23061,BBKG,6153  (Berlin Ostbahnhof - Guben (DB-Grenze)),O-BLN-S2 (1S020). Berlin2. Servicebezirk,Mehrraum-Gebäudestandort,52.3583250258447,14.1510990765915,
Bad Berleburg Aue BTS 24788,BBLA--G,2871  (Erndtebrück. W 3 - Bad Berleburg),W-ESN-S2 (5S020). Hagen-Süd. Servicebezirk,Mehrraum-Gebäudestandort,51.0515842370449,8.28873225850312,
Bad Berleburg BTS 24792,BBLB--G,2871  (Erndtebrück. W 3 - Bad Berleburg),Bielefeld 3T090. Bielefeld 3T090. Serviceteam,Mehrraum-Gebäudestandort,51.0374377053821,8.38675273769859,
Bad Berleburg BTS 24792,BBLB--G,2871  (Erndtebrück. W 3 - Bad Berleburg),Bielefeld 3T090. Bielefeld 3T090. Serviceteam,Mehrraum-Gebäudestandort,51.0374377053821,8.38675273769859,
München/BB BTS 22905,BBMG,6681  (Weimar. Berkaer Bf. Gl 1 - Kranichfeld. Gl 1),O-DRE-S3 (0S030). Erfurt. Servicebezirk,Mehrraum-Gebäudestandort,50.8702722029188,11.2544363273103,
Blaubeuren ZBF-Haus / BTS 20689,BBNG,4540  (Ulm Hbf. W 225 - Sigmaringen),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,48.4038872030656,9.79388194836323,
Blaubeuren ZBF-Haus / BTS 20689,BBNG,4540  (Ulm Hbf. W 225 - Sigmaringen),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,48.4038872030656,9.79388194836323,
Berlin Bohnsdorf Süd BTS 25004,B-BN--G,6151  (Abzw Glasower Damm Nord - Abzw Bohnsdorf Süd (Planungstitel)),O-BLN-S1 (1S010). Berlin1. Servicebezirk,Mehrraum-Gebäudestandort,52.3911154552067,13.5931301465833,
Bad Breisig BTS 22668,BBRG,2630  (Köln Hbf --Koblenz-- - Bingen (Rhein) Hbf. W 166),W-ESB-S2 (6S020). Mainz. Servicebezirk,Mehrraum-Gebäudestandort,50.5052729976644,7.30138739707797,
Bebra Stw Bpf/BTS 21388,BBRS,3600  (Frankfurt (Main) Hbf - Göttingen. W 251),Kassel 3T030. Kassel 3T030. Serviceteam,Mehrraum-Gebäudestandort,50.9659110932853,9.79971601278448,
Bebra Stw Bpf/BTS 21388,BBRS,3600  (Frankfurt (Main) Hbf - Göttingen. W 251),Kassel 3T030. Kassel 3T030. Serviceteam,Mehrraum-Gebäudestandort,50.9659110932853,9.79971601278448,
Illingen/Württ Burgberg Tu. West BTS 21198,BBTW,4080  (Mannheim Hbf. Gl 3/5 - Stuttgart-Zuffenhausen. W 580),Heilbronn 4T020. Heilbronn 4T020. Serviceteam,Mehrraum-Gebäudestandort,48.9896586254355,8.89254970809698,
Unterböbingen BTS 20961,BBUG,4710  (Stuttgart-Bad Cannstatt. W 5 - Nördlingen. W 118),Heilbronn 4T020. Heilbronn 4T020. Serviceteam,Mehrraum-Gebäudestandort,48.8222202862942,9.91443764837846,
Boxberg Unterschüpf ZBF-Haus/BTS 20949,BBUS--G,4120  (Mosbach-Neckarelz. W 37 - Würzburg-Heidingsfeld West. W 25),Würzburg 4T120. Würzburg 4T120. Serviceteam,Mehrraum-Gebäudestandort,49.5127741398882,9.6902711531832,
Bad Bevensen Bf BTS 13645,BBVG,1720  (Lehrte. W 154 - Cuxhaven),Lüneburg 2T030. Lüneburg 2T030. Serviceteam,Mehrraum-Gebäudestandort,53.0772413487776,10.5752707860578,
Berlin Baumschulenweg BTS 13899,BBWG,6142  (Berlin Görlitzer Bf - Görlitz. W 20),Berlin Süd 1T030. Berlin Süd 1T030. Serviceteam,Mehrraum-Gebäudestandort,52.4716587722747,13.4822110527015,
Boxberg Wölchingen BTS 20685,BBWL--G,4120  (Mosbach-Neckarelz. W 37 - Würzburg-Heidingsfeld West. W 25),Würzburg 4T120. Würzburg 4T120. Serviceteam,Mehrraum-Gebäudestandort,49.4855518275703,9.62221634382076,
Bad Camberg FH BTS 22278,BCBG,2690  (Abzw Köln Steinstraße. W 101 - Frankfurt am Main-Stadion. W ),W-ESB-S1 (6S010). Frankfurt. Servicebezirk,Mehrraum-Gebäudestandort,50.3048286839824,8.23546878782823,
Berlin Charlottenburg Gbf BTS 22987,B-CH--G,6107  (Berlin Lehrter Bf - Lehrte. W 953),Berlin Süd 1T030. Berlin Süd 1T030. Serviceteam,Mehrraum-Gebäudestandort,52.5283247365142,13.2869336994696,
Betzdorf Scheuerfeld BTS 13075,BD_S,2651  (Köln Messe/Deutz - Gießen. W 303),Bielefeld 3T090. Bielefeld 3T090. Serviceteam,Mehrraum-Gebäudestandort,50.7963973196391,7.86053344353525,
Bad Driburg BTS 15878,BDBG,2974  (Langeland. W 2 - Holzminden),Bielefeld 3T090. Bielefeld 3T090. Serviceteam,Mehrraum-Gebäudestandort,51.7306001276651,9.03088574037442,
Bünde Ennigloh BTS 15429,BDEG,2982  (Bünde (Westf). W 41 - Bassum. W 41),Bielefeld 3T090. Bielefeld 3T090. Serviceteam,Mehrraum-Gebäudestandort,52.1987702258298,8.54783033530041,
Alsdorfer Tu. BTS 24779,BD----G,2651  (Köln Messe/Deutz - Gießen. W 303),Bielefeld 3T090. Bielefeld 3T090. Serviceteam,Mehrraum-Gebäudestandort,50.782060402157,7.88131048306729,
Bad Lausick BTS 23499,BDLG,6366  (Leipzig Hbf. Gl 5023 - Geithain. W 402),O-DRE-S1 (0S010). Dresden. Servicebezirk,Mehrraum-Gebäudestandort,51.1411044113028,12.6511010421603,
Bodenrode BTS 16875,BDN_,6343  (Halle (Saale) Hbf. Gl 5W - Hann Münden. W 376),O-DRE-S3 (0S030). Erfurt. Servicebezirk,Mehrraum-Gebäudestandort,51.3936050650367,10.2088825346462,
Büdingen BTS 24813,BDNG--G,3701  (Gießen. W 44 - Gelnhausen. W 553),Gießen 3T020. Gießen 3T020. Serviceteam,Mehrraum-Gebäudestandort,50.2883185467921,9.09261690178428,
Büdingen BTS 24813,BDNG--G,3701  (Gießen. W 44 - Gelnhausen. W 553),Gießen 3T020. Gießen 3T020. Serviceteam,Mehrraum-Gebäudestandort,50.2883185467921,9.09261690178428,
Biederitz Container BTS 14506,BDRG,6410  (Biederitz. W 59 - Trebnitz. Streckenwechsel 6410/6411),Magdeburg 1T070. Magdeburg 1T070. Serviceteam,Mehrraum-Gebäudestandort,52.1543813510479,11.7207357249519,
Brandenstein Süd BTS 10441,BDSG,3825  (Flieden. W 58 - Gemünden (Main). W 111),W-ESB-S1 (6S010). Frankfurt. Servicebezirk,Mehrraum-Gebäudestandort,50.3556150103459,9.57581965691501,
Scheuerfeld Bf BTS 24450,BD-S--G,2651  (Köln Messe/Deutz - Gießen. W 303),Bielefeld 3T090. Bielefeld 3T090. Serviceteam,Mehrraum-Gebäudestandort,50.7918144696628,7.83378141067531,
Bindlach Zettlitz BTS 23248,BDZG,5051  (Weiden (Oberpf). W 22 - Neuenmarkt-Wirsberg. W 115),Fürth 4T100. Fürth 4T100. Serviceteam,Mehrraum-Gebäudestandort,49.9991621652411,11.6019355277242,
Besseringen BTS 11630,BE_G,3230  (Saarbrücken Hbf - Karthaus. W 51/52),Koblenz 3T120. Koblenz 3T120. Serviceteam,Mehrraum-Gebäudestandort,49.4749975878633,6.60305416952838,
Beuerlbach BSH ZBF BTS 21152,BEB_,4953  (Crailsheim - Bad Mergentheim),Heilbronn 4T020. Heilbronn 4T020. Serviceteam,Mehrraum-Gebäudestandort,49.1586081588865,10.0813813659824,
Beuerlbach BSH ZBF BTS 21152,BEB_,4953  (Crailsheim - Bad Mergentheim),Heilbronn 4T020. Heilbronn 4T020. Serviceteam,Mehrraum-Gebäudestandort,49.1586081588865,10.0813813659824,
Berneburg TP BTS 10423,BEBG,3600  (Frankfurt (Main) Hbf - Göttingen. W 251),W-ESB-S3 (6S030). Kassel. Servicebezirk,Mehrraum-Gebäudestandort,51.0549413847297,9.88461933213654,
Beckhofen BTS 22789,BEC_,4250  (Offenburg. W 152 - Singen (Hohentwiel). W 73),Freiburg 4T040. Freiburg 4T040. Serviceteam,Mehrraum-Gebäudestandort,47.9980546555066,8.46471716739247,
Bedburg BTS 21851,BEDB,2580  (Düren - Abzw Neuss Erftkanal. W 184),Aachen 3T100. Aachen 3T100. Serviceteam,Mehrraum-Gebäudestandort,50.9874394542484,6.57199941020099,
Berlin Eichborndamm BTS 25611,B-ED--G,6183  (Berlin-Schönholz - Kremmen. W 1),Berlin Mitte 1T010. Berlin Mitte 1T010. Serviceteam,Mehrraum-Gebäudestandort,52.5776192437631,13.318877210809,
Bergen/Rügen BSW BTS 15213,BEE---G,6321  (Stralsund. W 42 - Sassnitz),Neubrandenburg 1T050. Neubrandenburg 1T050. Serviceteam,Mehrraum-Gebäudestandort,54.416934008637,13.4124892746845,
Bergtheim BTS 18753,BEHG,5102  (Bamberg. W 112 - Rottendorf. W 31 und W 32),S-MUE-S5 (8S050). Regensburg. Servicebezirk,Mehrraum-Gebäudestandort,49.8991629951848,10.0766598251584,
Berlin Eichkamp BTS 24580,B-EK--G,6109  (Berlin Ostbahnhof - Berlin-Spandau. W 524),Berlin Süd 1T030. Berlin Süd 1T030. Serviceteam,Mehrraum-Gebäudestandort,52.5016585000627,13.2655449989506,
Belzig BTS 14834,BEL---G,6118  (Berlin-Charlottenburg. W 301 - Blankenheim Trennungsbf. W 26),O-DRE-S5 (0S050). Magdeburg. Servicebezirk,Mehrraum-Gebäudestandort,52.134714089307,12.6083228388361,
Bellheim BTS 23040,BELL--G,3400  (Schifferstadt. W 55 - Berg (Pfalz) (DB-Grenze)),Saarbrücken 3T130. Saarbrücken 3T130. Serviceteam,Mehrraum-Gebäudestandort,49.1922201590578,8.29777417893725,
Belm BTS 21579,BELM,2200  (Wanne-Eickel Hbf. W 74 --Bremen Hbf-- - Hamburg Hbf. W 472),Bremen 2T060. Bremen 2T060. Serviceteam,Mehrraum-Gebäudestandort,52.3033260113174,8.11166447029269,
Hemfeld BTS 23743,BELNH-G,2013  (Münster (Westf) Hbf - Rheda-Wiedenbrück. W 61),W-ESN-S1 (5S010). Hagen-Nord. Servicebezirk,Mehrraum-Gebäudestandort,51.9141597097461,8.16138568501084,
Beimerstetten BTS 20853,BEMG,4700  (Stuttgart Hbf - Neu-Ulm. W 643),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,48.4777763875519,9.97638103299225,
Bad Ems Süd BTS 23960,BEMS--G,3710  (Wetzlar. W 75 - Koblenz Hbf),Koblenz 3T120. Koblenz 3T120. Serviceteam,Mehrraum-Gebäudestandort,50.3166677648802,7.73210512233475,
Bad Ems West BTS 24832,BEMW--G,3710  (Wetzlar. W 75 - Koblenz Hbf),Koblenz 3T120. Koblenz 3T120. Serviceteam,Mehrraum-Gebäudestandort,50.334783624016,7.69114192044558,
Benshausen Hp BTS 25001,BENS--G,6698  (Zella-Mehlis. W 4 - Wernshausen. W 2),O-DRE-S3 (0S030). Erfurt. Servicebezirk,Mehrraum-Gebäudestandort,50.654994675475,10.6066595425681,
Benshausen Tu. BTS 24574,BENS-TG,6698  (Zella-Mehlis. W 4 - Wernshausen. W 2),O-DRE-S3 (0S030). Erfurt. Servicebezirk,Mehrraum-Gebäudestandort,50.6597171626258,10.5966587645163,
Bergkamen BSH ZBF / BTS 12665,Bergkamen002,2250  (Oberhausen-Osterfeld Süd. W 332 - Hamm (Westf). W 903),W-ESN-S2 (5S020). Hagen-Süd. Servicebezirk,Mehrraum-Gebäudestandort,51.6244376888288,7.59833220520847,
Bergkamen BSH ZBF / BTS 12665,Bergkamen002,2250  (Oberhausen-Osterfeld Süd. W 332 - Hamm (Westf). W 903),W-ESN-S2 (5S020). Hagen-Süd. Servicebezirk,Mehrraum-Gebäudestandort,51.6244376888288,7.59833220520847,
Berlin Hbf/Lehrter Bf Tief S21 BTS 25816,BerlinLehrter030,6017  (Berlin Westhafen - Berlin Potsdamer Platz. S-Bahn),Berlin Mitte 1T010. Berlin Mitte 1T010. Serviceteam,Mehrraum-Gebäudestandort,52.5249772262298,13.3695294354985,
Bernburg Waldau SH Mast BTS 22213,Bernburg Waldau002,6420  (Köthen. Gl 3 - Aschersleben. W 4623),Halle 1T080. Halle 1T080. Serviceteam,Mehrraum-Gebäudestandort,51.8054539831012,11.7281615044405,
Besch BTS 11617,BESH--G,3010  (Koblenz Hbf - Perl (DB-Grenze)),W-ESB-S2 (6S020). Mainz. Servicebezirk,Mehrraum-Gebäudestandort,49.5071364445407,6.37211085008118,
Waldhausen ZBF BTS 20953,BETM,4710  (Stuttgart-Bad Cannstatt. W 5 - Nördlingen. W 118),Heilbronn 4T020. Heilbronn 4T020. Serviceteam,Mehrraum-Gebäudestandort,48.7888862720697,9.63749399331134,
Beucha BTS 17404,BEUA--G,6386  (Borsdorf (Sachs). W 3 - Coswig (Bz Dresden). Stw 1. W 214),O-DRE-S1 (0S010). Dresden. Servicebezirk,Mehrraum-Gebäudestandort,51.3186047386404,12.5752675741668,
Beuron BTS 24027,BEUR--G,4660  (Tuttlingen. W 23 - Abzw Inzigkofen. W 151),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,48.048610418615,8.97054896784048,
Käpfletu. BTS 24028,BEURK-G,4660  (Tuttlingen. W 23 - Abzw Inzigkofen. W 151),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,48.0561101764821,8.98554923963165,
Beuron Talhof BTS 24029,BEURT-G,4660  (Tuttlingen. W 23 - Abzw Inzigkofen. W 151),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,48.0683321301124,9.00443848172523,
Bewingen BTS 23452,BEWN--G,2631  (Hürth-Kalscheuren. W 9 - Ehrang. W 30),W-ESB-S2 (6S020). Mainz. Servicebezirk,Mehrraum-Gebäudestandort,50.2508294457805,6.67055427392758,
Bexbach BTS 11894,BEXB,3282  (Homburg (Saar) Hbf. W 593 - Neunkirchen (Saar) Hbf. W 172),Saarbrücken 3T130. Saarbrücken 3T130. Serviceteam,Mehrraum-Gebäudestandort,49.345750343394,7.25410280168513,
Burgsteinfurt Friedenau BTS 24177,BFH---G,2014  (Nevinghof. W 471 - Gronau (Westf). (DB-Grenze)),W-ESN-S1 (5S010). Hagen-Nord. Servicebezirk,Mehrraum-Gebäudestandort,52.1558258868457,7.31527608275823,
Bufleben BTS 16852,BFLG,6296  (Gotha. Gl 105 - Leinefelde. Gl 6),Erfurt 1T120. Erfurt 1T120. Serviceteam,Einraum-Gebäudestandort,50.9986048499278,10.7086039964589,
